AP18_Rnk,PS18_Rnk,KP18_Rank,TeamID,TS18_Team,KP18_Conference,TS18_GP,STA18_W,STA18_L,STA18_Pct,STA18_Strk,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,STA18_Conf_PF,STA18_Conf_PA,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PF,STA18_PA,STA18_PPG,STA18_PAPG,TS18_FGM,TS18_FGA,TS18_FG%,TS18_3PM,TS18_3PA,TS18_3P%,TS18_FTM,TS18_FTA,TS18_FT%,KP18_Ajusted Efficiency Margin,KP18_Adjusted Offensive Efficiency,KP18_AOE Rk,KP18_Adjusted Defensive Efficiency,KP18_ADE Rk,KP18_Adjusted Tempo,KP18_AT Rk,KP18_Luck,KP18_Luck Rk,KP18_Strength of Schedule,KP18_SOS Rk,KP18_Non-Conference Strength of Schedule,KP18_NCSOS Rk,KP18_Average Opponents Offensive Efficiency,KP18_AOOE Rk,KP18_Average Opponents Defensive Efficiency,KP18_AODE Rk
21.0,,18,130.0,Houston,Amer,32,27,8,0.7709999999999999,L1,14,4,0.778,15,0,7,5,5,3,3,4,1365,1156,75.83333333333333,64.22222222222223,2685,2271,76.71428571428571,64.88571428571429,891,1898,0.469,278,714,0.389,440,616,0.7140000000000001,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,-3.08,254,106.6,95,102.7,75
6.0,12.0,4,166.0,Cincinnati,Amer,33,31,5,0.861,L1,16,2,0.889,15,1,9,2,7,2,2,4,1294,997,71.8888888888889,55.38888888888889,2673,2071,74.25,57.52777777777778,873,1926,0.453,244,681,0.358,486,706,0.688,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,-4.21,294,106.9,89,103.4,90
,,161,211.0,Memphis,Amer,34,21,13,0.618,L1,10,8,0.556,14,5,5,5,2,3,1,4,1276,1304,70.8888888888889,72.44444444444444,2408,2420,70.82352941176471,71.17647058823529,828,1832,0.452,201,634,0.317,551,798,0.69,0.78,107.5,125,106.7,200,66.6,255,0.135,1,0.42,131,-6.39,323,104.7,164,104.2,112
,,84,170.0,SMU,Amer,33,17,16,0.515,L1,6,12,0.333,13,5,2,8,2,3,3,6,1164,1186,64.66666666666667,65.8888888888889,2293,2114,69.48484848484848,64.06060606060606,814,1835,0.444,281,741,0.379,384,560,0.6859999999999999,8.61,109.5,91,100.9,97,64.3,336,-0.102,347,2.41,100,-3.88,286,105.4,129,103.0,81
,,110,210.0,Tulsa,Amer,31,19,12,0.613,L1,12,6,0.667,13,2,5,7,1,3,0,3,1302,1250,72.33333333333333,69.44444444444444,2277,2197,73.45161290322581,70.87096774193549,754,1730,0.436,247,710,0.348,522,720,0.725,6.02,108.3,113,102.3,118,67.3,220,0.029,104,0.68,126,-2.04,217,105.5,123,104.8,130
,,171,284.0,Tulane,Amer,31,14,17,0.452,L3,5,13,0.278,9,7,3,8,2,2,0,3,1264,1363,70.22222222222223,75.72222222222223,2269,2296,73.19354838709677,74.06451612903227,800,1779,0.45,232,663,0.35,437,613,0.713,0.04,106.9,136,106.9,207,69.0,126,-0.018000000000000002,224,0.76,125,-6.27,320,104.6,167,103.9,100
,,86,302.0,Temple,Amer,32,17,16,0.515,L2,8,10,0.444,8,5,4,9,5,2,1,5,1235,1265,68.6111111111111,70.27777777777777,2308,2326,69.93939393939394,70.48484848484848,821,1932,0.425,267,756,0.353,342,495,0.691,8.38,108.3,111,100.0,78,67.6,204,0.028,105,8.53,47,9.11,8,108.9,57,100.3,22
,,179,271.0,UConn,Amer,32,14,18,0.438,L2,7,11,0.389,11,5,2,9,1,4,0,8,1207,1302,67.05555555555556,72.33333333333333,2181,2340,68.15625,73.125,762,1832,0.416,215,659,0.326,442,593,0.745,-0.43,105.0,171,105.4,178,67.0,236,0.075,26,5.89,69,4.87,40,107.7,74,101.8,61
,,279,319.0,South Florida,Amer,32,10,22,0.313,L1,3,15,0.16699999999999998,7,11,3,10,0,1,0,2,1091,1316,60.611111111111114,73.1111111111111,2026,2260,63.3125,70.625,707,1690,0.418,207,573,0.361,405,560,0.723,-10.45,98.8,282,109.3,261,64.6,327,-0.013,211,-1.73,180,-11.64,347,103.6,212,105.3,154
,,111,296.0,UCF,Amer,32,19,13,0.594,L1,9,9,0.5,12,4,5,6,2,3,1,6,1074,1087,59.66666666666666,60.38888888888889,2007,1975,62.71875,61.71875,690,1627,0.424,177,538,0.329,450,702,0.6409999999999999,5.62,98.9,281,93.2,8,64.5,333,0.062,49,2.52,98,-2.5,235,106.5,98,104.0,106
,,307,244.0,East Carolina,Amer,30,10,20,0.333,L6,4,14,0.222,8,11,2,8,0,1,0,3,1180,1415,65.55555555555556,78.6111111111111,1993,2248,66.43333333333334,74.93333333333334,741,1723,0.43,182,597,0.305,329,494,0.6659999999999999,-12.78,96.7,312,109.5,263,68.7,148,0.026,111,-2.46,203,-16.35,349,102.9,257,105.3,155
,,144,187.0,VCU,A10,33,18,15,0.545,L1,9,9,0.5,11,7,5,5,2,3,0,3,1351,1358,75.05555555555556,75.44444444444444,2507,2470,75.96969696969697,74.84848484848484,921,2013,0.458,274,778,0.35200000000000004,391,566,0.691,2.28,106.1,149,103.8,156,70.9,51,0.015,136,0.51,129,1.16,128,105.3,138,104.8,125
,,68,261.0,St. Bonaventure,A10,32,26,8,0.765,L1,14,4,0.778,13,1,9,4,4,3,1,1,1434,1330,79.66666666666667,73.8888888888889,2620,2407,77.05882352941177,70.79411764705883,844,1851,0.456,248,623,0.398,557,739,0.754,11.21,110.8,74,99.5,74,69.4,104,0.078,21,2.8,94,1.17,127,107.0,86,104.2,111
,,43,280.0,Davidson,A10,31,21,12,0.636,L1,13,5,0.722,11,2,6,8,4,2,2,4,1356,1161,75.33333333333333,64.5,2519,2240,76.33333333333333,67.87878787878788,856,1763,0.486,336,856,0.393,340,428,0.794,14.7,117.0,16,102.3,120,64.5,332,-0.063,318,2.11,104,1.33,121,105.6,116,103.5,91
,,52,227.0,Rhode Island,A10,31,26,8,0.765,L1,15,3,0.833,15,1,7,4,4,3,1,1,1379,1209,76.6111111111111,67.16666666666667,2583,2338,75.97058823529412,68.76470588235293,879,1904,0.462,210,600,0.35,413,580,0.7120000000000001,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,3.83,64,107.6,75,104.1,107
,,207,231.0,UMass,A10,33,13,20,0.394,L1,5,13,0.278,11,6,1,11,1,3,0,2,1305,1437,72.5,79.83333333333333,2374,2465,71.93939393939394,74.6969696969697,861,1918,0.449,293,732,0.4,359,481,0.746,-4.09,106.4,142,110.5,285,66.4,264,-0.013,212,-0.54,149,-3.17,259,104.3,182,104.8,129
,,220,236.0,George Mason,A10,33,16,17,0.485,L1,9,9,0.5,10,7,5,7,1,3,0,1,1353,1413,75.16666666666667,78.5,2371,2497,71.84848484848484,75.66666666666667,841,1949,0.4320000000000001,230,705,0.326,459,619,0.742,-5.17,102.1,223,107.3,216,69.1,122,0.117,5,-0.68,152,-3.59,279,105.2,142,105.9,184
,,116,223.0,Saint Joseph's,A10,32,16,16,0.5,L1,10,8,0.556,10,3,4,9,2,4,1,2,1341,1265,74.5,70.27777777777777,2371,2311,74.09375,72.21875,826,1953,0.423,255,757,0.337,464,675,0.687,5.15,105.6,159,100.5,88,70.5,60,-0.052000000000000005,298,0.77,124,2.17,94,105.3,134,104.6,122
,,156,297.0,La Salle,A10,32,13,19,0.406,L2,7,11,0.389,10,4,2,10,1,5,0,4,1349,1360,74.94444444444444,75.55555555555556,2333,2360,72.90625,73.75,817,1905,0.429,234,710,0.33,465,591,0.787,1.06,104.9,175,103.8,155,68.9,129,-0.07200000000000001,331,1.15,115,2.22,93,105.5,121,104.4,117
,,201,262.0,Duquesne,A10,32,16,16,0.5,L2,7,11,0.389,13,6,2,7,1,3,0,1,1299,1335,72.16666666666667,74.16666666666667,2317,2245,72.40625,70.15625,801,1874,0.4270000000000001,261,745,0.35,454,663,0.685,-3.63,104.6,179,108.2,236,66.2,269,-0.059,312,-6.22,302,-16.97,350,101.2,312,107.4,274
,,181,106.0,Richmond,A10,32,12,20,0.375,L1,9,9,0.5,6,9,4,8,2,3,0,2,1349,1341,74.94444444444444,74.5,2297,2418,71.78125,75.5625,843,1830,0.461,222,664,0.334,389,544,0.715,-0.78,107.4,127,108.1,234,67.9,189,-0.022,235,2.75,95,5.44,34,106.6,97,103.8,98
,,172,26.0,Dayton,A10,31,14,17,0.452,L1,8,10,0.444,12,4,1,10,1,3,0,1,1317,1354,73.16666666666667,75.22222222222223,2244,2277,72.38709677419354,73.45161290322581,804,1671,0.481,248,736,0.337,388,531,0.731,0.02,108.4,109,108.3,238,66.3,267,-0.004,185,1.36,110,1.38,118,105.6,120,104.2,110
,,192,282.0,George Washington,A10,33,15,18,0.455,L1,7,11,0.389,12,5,1,10,2,3,0,2,1235,1303,68.6111111111111,72.3888888888889,2225,2319,67.42424242424242,70.27272727272727,832,1861,0.447,180,561,0.321,381,537,0.7090000000000001,-2.66,103.6,196,106.2,193,65.8,288,0.036000000000000004,90,0.31,132,0.16,153,105.3,136,105.0,140
,,148,186.0,Saint Louis,A10,33,17,16,0.515,L1,9,9,0.5,12,6,3,8,2,2,0,0,1185,1169,65.83333333333333,64.94444444444444,2170,2157,65.75757575757575,65.36363636363636,731,1734,0.422,185,573,0.32299999999999995,523,802,0.652,2.1,102.1,225,100.0,80,64.1,337,0.003,168,1.23,113,1.0,135,106.8,91,105.6,171
,,292,338.0,Fordham,A10,31,9,22,0.29,L7,4,14,0.222,8,9,1,10,0,3,0,2,1080,1298,60.0,72.1111111111111,1931,2179,62.29032258064516,70.29032258064517,692,1680,0.412,227,787,0.28800000000000003,320,452,0.708,-11.63,94.5,334,106.1,191,66.0,283,0.009000000000000001,151,-0.38,147,-5.39,313,104.5,171,104.9,134
10.0,9.0,8,281.0,North Carolina,ACC,35,26,11,0.703,L1,11,7,0.611,12,3,7,5,7,3,5,6,1452,1360,80.66666666666667,75.55555555555556,3018,2711,81.56756756756756,73.27027027027026,1048,2279,0.46,290,796,0.364,483,652,0.741,23.59,120.3,6,96.7,38,71.2,46,-0.011,207,13.26,1,7.58,17,111.6,5,98.3,1
9.0,1.0,3,27.0,Duke,ACC,33,29,8,0.784,L1,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444444444,67.72222222222223,3121,2576,84.35135135135134,69.62162162162164,1008,2044,0.493,274,725,0.378,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10
,,77,305.0,Boston College,ACC,34,19,16,0.5429999999999999,L2,7,11,0.389,14,3,2,11,3,2,2,4,1343,1398,74.6111111111111,77.66666666666667,2673,2610,76.37142857142857,74.57142857142857,923,2040,0.452,294,812,0.362,471,637,0.7390000000000001,10.21,113.1,52,102.9,128,70.2,73,0.004,166,8.49,48,-7.11,335,109.1,53,100.6,28
,,46,104.0,NC State,ACC,32,21,12,0.636,L2,11,7,0.611,16,3,4,5,1,4,5,3,1394,1382,77.44444444444444,76.77777777777777,2682,2477,81.27272727272727,75.06060606060606,937,1993,0.47,252,677,0.3720000000000001,473,676,0.7,14.52,116.3,21,101.8,109,71.4,38,-0.001,178,7.71,55,-9.71,342,108.6,62,100.9,39
,14.0,35,196.0,Notre Dame,ACC,34,21,15,0.583,L1,8,10,0.444,11,6,5,7,5,2,1,7,1273,1258,70.72222222222223,69.8888888888889,2698,2471,74.94444444444444,68.6388888888889,889,1992,0.446,289,789,0.366,484,640,0.7559999999999999,15.79,114.9,32,99.1,68,65.4,312,-0.058,309,8.65,45,-1.7,203,109.8,39,101.2,49
,,33,182.0,Virginia Tech,ACC,32,21,12,0.636,L3,10,8,0.556,14,4,6,5,1,3,4,3,1299,1311,72.16666666666667,72.83333333333333,2634,2382,79.81818181818181,72.18181818181819,901,1811,0.498,280,727,0.385,469,661,0.71,16.03,115.3,28,99.3,70,68.7,147,-0.018000000000000002,229,7.91,53,-9.76,344,109.2,47,101.3,52
,,27,193.0,Florida State,ACC,31,23,12,0.657,L1,9,9,0.5,13,2,4,7,6,3,5,5,1440,1450,80.0,80.55555555555556,2806,2551,80.17142857142858,72.88571428571429,906,1912,0.474,248,706,0.35100000000000003,473,691,0.685,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,-6.91,330,109.6,45,100.3,20
,16.0,38,134.0,Louisville,ACC,33,22,14,0.611,L1,9,9,0.5,16,6,4,7,2,1,1,7,1369,1314,76.05555555555556,73.0,2721,2533,75.58333333333333,70.3611111111111,897,1971,0.455,256,691,0.37,465,631,0.737,15.41,112.2,57,96.8,39,69.7,92,-0.005,187,8.9,42,-2.5,234,109.6,46,100.7,32
20.0,,14,299.0,Clemson,ACC,32,25,10,0.7140000000000001,L1,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222222223,67.1111111111111,2584,2307,73.82857142857142,65.91428571428571,809,1786,0.453,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009000000000000001,203,10.22,20,-1.91,214,110.6,26,100.4,23
22.0,13.0,37,256.0,Miami,ACC,31,22,10,0.688,L2,11,7,0.611,11,3,8,4,3,3,3,4,1328,1319,73.77777777777777,73.27777777777777,2361,2173,73.78125,67.90625,850,1832,0.464,243,669,0.363,354,534,0.6629999999999999,15.43,112.9,53,97.4,48,67.0,233,0.017,128,8.08,52,-3.82,284,109.1,52,101.0,42
,,89,247.0,Wake Forest,ACC,31,11,20,0.355,L3,4,14,0.222,7,9,3,8,1,3,0,7,1265,1361,70.27777777777777,75.6111111111111,2273,2305,73.3225806451613,74.35483870967742,801,1826,0.439,241,644,0.374,430,583,0.738,7.94,110.9,72,103.0,130,69.5,102,-0.12,350,9.05,40,-1.4,194,109.2,49,100.2,16
,,41,155.0,Syracuse,ACC,33,23,14,0.622,L1,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666666666667,2466,2360,66.64864864864866,63.78378378378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58
1.0,,2,349.0,Virginia,ACC,33,31,3,0.912,L1,17,1,0.944,16,1,10,1,5,1,5,1,1154,955,64.1111111111111,53.05555555555557,2283,1836,67.14705882352939,54.0,825,1788,0.461,243,623,0.39,336,443,0.758,29.53,115.2,30,85.6,1,59.4,351,0.048,66,9.24,37,-0.08,158,110.0,33,100.7,33
,,119,263.0,Georgia Tech,ACC,32,13,19,0.406,L1,6,12,0.333,12,7,1,10,0,2,1,7,1144,1247,63.55555555555557,69.27777777777777,2101,2172,65.65625,67.875,753,1770,0.425,156,490,0.318,439,616,0.713,4.9,103.6,197,98.7,61,66.1,277,-0.022,237,8.11,51,-5.51,316,108.8,61,100.6,31
,,227,274.0,Pittsburgh,ACC,32,8,24,0.25,L19,0,18,0.0,7,11,0,10,1,3,0,7,1012,1355,56.22222222222222,75.27777777777777,1985,2316,62.03125,72.375,678,1673,0.405,258,795,0.325,371,534,0.695,-5.76,98.9,278,104.7,166,65.2,318,0.006999999999999999,156,9.14,39,-3.57,278,110.0,34,100.8,36
,,127,245.0,Florida Gulf Coast,ASun,34,23,12,0.657,L2,12,2,0.857,14,6,9,6,0,0,0,1,1153,958,82.35714285714286,68.42857142857143,2847,2515,81.34285714285714,71.85714285714286,1022,2057,0.4970000000000001,244,672,0.363,491,662,0.742,3.47,107.5,124,104.0,158,71.6,35,-0.059,313,-6.95,317,-0.65,173,102.4,279,109.3,341
,,282,11.0,North Florida,ASun,33,14,19,0.424,L1,7,7,0.5,10,2,4,16,0,1,0,3,1191,1222,85.07142857142857,87.2857142857143,2668,2873,80.84848484848484,87.06060606060606,939,2058,0.456,357,945,0.378,433,570,0.76,-10.65,107.7,121,118.4,345,73.6,11,0.07400000000000001,29,-0.86,159,9.82,5,104.7,162,105.6,167
,,167,139.0,Lipscomb,ASun,32,23,10,0.6970000000000001,L1,10,4,0.7140000000000001,13,2,10,7,0,1,0,3,1203,1142,85.92857142857143,81.57142857142857,2708,2564,82.06060606060606,77.6969696969697,901,1976,0.456,260,785,0.331,580,811,0.715,0.43,103.2,203,102.8,125,74.9,5,0.112,7,-4.31,267,5.84,30,103.2,235,107.5,278
,,338,192.0,South Carolina Upstate,ASun,32,7,25,0.219,L5,2,12,0.14300000000000002,6,7,0,17,1,1,0,2,1117,1255,79.78571428571429,89.64285714285714,2424,2723,75.75,85.09375,881,2045,0.431,328,952,0.345,334,460,0.726,-19.77,105.2,167,125.0,351,69.0,124,-0.051,297,-3.44,241,1.76,110,103.0,247,106.4,223
,,314,207.0,Stetson,ASun,32,12,20,0.375,L2,4,10,0.28600000000000003,7,9,5,11,0,0,0,0,1056,1123,75.42857142857143,80.21428571428571,2412,2496,75.375,78.0,907,2053,0.442,250,726,0.344,348,518,0.672,-13.27,98.5,289,111.8,306,69.8,86,-0.041,280,-6.49,307,-4.23,295,102.1,289,108.6,326
,,320,177.0,Jacksonville,ASun,33,15,18,0.455,L1,8,6,0.5710000000000001,10,6,3,12,2,0,0,0,1001,1031,71.5,73.64285714285714,2405,2482,72.87878787878788,75.21212121212122,897,1993,0.45,202,601,0.336,409,622,0.6579999999999999,-14.27,94.2,337,108.4,241,68.6,157,0.06,53,-6.82,313,-3.11,256,102.3,283,109.1,339
,,254,303.0,NJIT,ASun,30,14,16,0.467,L1,7,7,0.5,10,7,4,9,0,0,0,2,1043,1032,74.5,73.71428571428571,2248,2197,74.93333333333334,73.23333333333333,808,1803,0.448,236,653,0.361,396,579,0.684,-7.95,98.6,286,106.6,198,66.9,241,-0.024,242,-7.24,322,-2.51,236,103.3,231,110.6,348
,,309,337.0,Kennesaw State,ASun,30,10,20,0.333,L3,6,8,0.429,8,6,2,14,0,0,0,1,1068,1069,76.28571428571429,76.35714285714286,2182,2328,72.73333333333333,77.6,805,1771,0.455,160,438,0.365,412,597,0.69,-12.82,98.9,279,111.8,305,68.5,163,-0.023,240,-4.51,276,2.54,85,103.7,206,108.2,314
4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.403,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3
15.0,11.0,12,232.0,West Virginia,B12,34,26,11,0.703,L1,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777777777777,71.83333333333333,2964,2575,80.10810810810811,69.5945945945946,944,2176,0.434,299,847,0.353,520,679,0.7659999999999999,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,-4.72,299,109.9,38,99.3,2
,,24,291.0,TCU,B12,32,21,12,0.636,L3,9,9,0.5,15,3,3,7,3,2,2,7,1464,1412,81.33333333333333,78.44444444444444,2708,2487,82.06060606060606,75.36363636363636,960,1925,0.499,271,677,0.4,465,657,0.708,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,-0.82,178,110.7,24,101.0,43
,,48,251.0,Oklahoma,B12,31,18,14,0.563,L2,8,10,0.444,13,2,2,9,3,3,6,4,1461,1510,81.16666666666667,83.8888888888889,2718,2614,84.9375,81.6875,925,1993,0.464,296,816,0.363,494,660,0.748,14.16,114.6,37,100.5,85,75.5,4,-0.008,198,11.68,5,2.13,96,111.3,11,99.6,6
,,59,313.0,Oklahoma State,B12,33,21,15,0.583,L1,8,10,0.444,15,6,3,7,3,2,6,6,1365,1416,75.83333333333333,78.66666666666667,2757,2637,76.58333333333333,73.25,885,2023,0.4370000000000001,271,783,0.34600000000000003,481,631,0.762,12.93,111.6,61,98.6,59,68.9,135,-0.001,180,9.22,38,-5.35,311,110.6,25,101.4,55
14.0,,11,242.0,Texas Tech,B12,33,27,10,0.73,L1,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555555555556,68.5,2759,2397,74.56756756756756,64.78378378378379,863,1860,0.464,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.006999999999999999,195,10.31,19,-5.24,309,110.7,23,100.4,25
,24.0,34,298.0,Baylor,B12,32,19,15,0.5589999999999999,L1,8,10,0.444,15,5,2,9,2,1,2,10,1288,1279,71.55555555555556,71.05555555555556,2571,2369,75.61764705882355,69.67647058823529,880,1889,0.466,204,576,0.354,448,605,0.74,16.02,111.5,62,95.5,23,66.7,249,-0.079,335,10.02,23,-3.78,282,110.9,17,100.9,38
,,42,323.0,Kansas State,B12,33,25,12,0.6759999999999999,L1,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71.0,71.94444444444444,2630,2478,71.08108108108108,66.97297297297297,854,1811,0.472,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111.0,14,101.6,59
,,36,320.0,Texas,B12,33,19,15,0.5589999999999999,L2,8,10,0.444,13,4,4,7,2,4,5,8,1279,1317,71.05555555555556,73.16666666666667,2450,2338,72.05882352941177,68.76470588235293,851,1943,0.438,234,742,0.315,431,645,0.6679999999999999,15.43,109.5,89,94.1,12,65.2,316,-0.03,263,11.77,3,2.05,99,111.4,8,99.6,5
,,103,180.0,Iowa State,B12,31,13,18,0.419,L7,4,14,0.222,9,7,0,10,4,1,3,6,1318,1440,73.22222222222223,80.0,2258,2339,72.83870967741936,75.45161290322581,817,1870,0.4370000000000001,234,653,0.358,390,557,0.7,6.58,109.9,81,103.4,143,68.9,130,-0.009000000000000001,200,10.71,14,-3.06,251,110.5,29,99.7,9
2.0,6.0,1,208.0,Villanova,BE,34,36,4,0.9,W11,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88.0,76.33333333333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.398,462,599,0.7709999999999999,33.76,127.8,1,94.0,11,68.7,150,-0.018000000000000002,225,11.31,6,3.98,61,111.3,10,100.0,12
3.0,17.0,15,195.0,Xavier,BE,33,29,6,0.8290000000000001,L1,15,3,0.833,17,1,10,2,2,3,4,2,1491,1415,82.83333333333333,78.6111111111111,2953,2616,84.37142857142857,74.74285714285716,953,1942,0.491,258,699,0.369,617,781,0.79,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,1.84,108,109.9,37,100.6,29
,,30,38.0,Creighton,BE,32,21,12,0.636,L3,10,8,0.556,16,2,4,7,1,3,4,6,1427,1398,79.27777777777777,77.66666666666667,2756,2444,83.51515151515152,74.06060606060606,985,1982,0.4970000000000001,334,889,0.376,393,526,0.747,16.91,115.5,25,98.6,58,70.8,57,-0.028,259,9.4,33,-4.2,292,110.8,21,101.4,54
